sim_time,reservation_time_trigger,dyn_fleetsizing_strategy,user_requests
26220,0.0,0.0,0.0
26230,0.0,0.0,0.0
26240,0.0,0.0,0.0
26250,0.0,0.0,0.0
26260,0.0,0.0,0.0
26270,0.0,0.0,0.0
26280,0.0,0.0,0.0
26290,0.0,0.0,0.0
26300,0.0,0.0,0.0
26310,0.0,0.0,0.0
26320,0.0,0.0,0.0
26330,0.0,0.0,0.0
26340,0.0,0.0,0.0
26350,0.0,0.0,0.0
26360,0.0,0.0,0.0
26370,0.0,0.0,0.0
26380,0.0,0.0,0.0
26390,0.0,0.0,0.0
26400,0.0,0.0,0.0
26410,0.0,0.0,0.0
26420,0.0,0.0,0.0
26430,0.0,0.0,0.0
26440,0.0,0.0,0.0
26450,0.0,0.0,0.0
26460,0.0,0.0,0.0
26470,0.0,0.0,0.0
26480,0.0,0.0,0.0
26490,0.0,0.0,0.0
26500,0.0,0.0,0.0
26510,0.0,0.0,0.0
26520,0.0,0.0,0.0
26530,0.0,0.0,0.0
26540,0.0,0.0,0.0
26550,0.0,0.0,0.0
26560,0.0,0.0,0.0
26570,0.0,0.0,0.0
26580,0.0,0.0,0.0
26590,0.0,0.0,0.0
26600,0.0,0.0,0.0
26610,0.0,0.0,0.0
26620,0.0,0.0,0.0
26630,0.0,0.0,0.0
26640,0.0,0.0,0.0
26650,0.0,0.0,0.0
26660,0.0,0.0,0.0
26670,0.0,0.0,0.0
26680,0.0,0.0,0.0
26690,0.0,0.0,0.0
26700,0.0,0.0,0.0
26710,0.0,0.0,0.0
26720,0.0,0.0,0.0
26730,0.0,0.0,0.0
26740,0.0,0.0,0.0
26750,0.0,0.0,0.0
26760,0.0,0.0,0.0
26770,0.0,0.0,0.0
26780,0.0,0.0,0.0
26790,0.0,0.0,0.0
26800,0.0,0.0,0.0
26810,0.0,0.0,0.0
26820,0.0,0.0,0.0
26830,0.0,0.0,0.0
26840,0.0,0.0,0.0
26850,0.0,0.0,0.0
26860,0.0,0.0,0.0
26870,0.0,0.0,0.0
26880,0.0,0.0,0.0
26890,0.0,0.0,0.0
26900,0.0,0.0,0.0
26910,0.0,0.0,0.0
26920,0.0,0.0,0.0
26930,0.0,0.0,0.0
26940,0.0,0.0,0.03941
26950,0.0,0.0,0.0
26960,0.0,0.0,0.0
26970,0.0,0.0,0.0
26980,0.0,0.0,0.0
26990,0.0,0.0,0.0
27000,0.0,0.0,0.0
27010,0.0,0.0,0.0
27020,0.0,0.0,0.0
27030,0.0,0.0,0.0
27040,0.0,0.0,0.0
27050,0.0,0.0,0.0
27060,0.0,0.0,0.0
27070,0.0,0.0,0.0
27080,0.0,0.0,0.0
27090,0.0,0.0,0.0
27100,0.0,0.0,0.0
27110,0.0,0.0,0.0
27120,0.0,0.0,0.0
27130,0.0,0.0,0.0
27140,0.0,0.0,0.0
27150,0.0,0.0,0.0
27160,0.0,0.0,0.0
27170,0.0,0.0,0.0
27180,0.0,0.0,0.0
27190,0.0,0.0,0.0
27200,0.0,0.0,0.0
27210,0.0,0.0,0.0
27220,0.0,0.0,0.0
27230,0.0,0.0,0.0
27240,0.0,0.0,0.0
27250,0.0,0.0,0.0
27260,0.0,0.0,0.0
27270,0.0,0.0,0.0
27280,0.0,0.0,0.0
27290,0.0,0.0,0.0
27300,0.0,0.0,0.0
27310,0.0,0.0,0.0
27320,0.0,0.0,0.0
27330,0.0,0.0,0.0
27340,0.0,0.0,0.0
27350,0.0,0.0,0.0
27360,0.0,0.0,0.0
27370,0.0,0.0,0.0
27380,0.0,0.0,0.0
27390,0.0,0.0,0.0
27400,0.0,0.0,0.0
27410,0.0,0.0,0.0
27420,0.0,0.0,0.0
27430,0.0,0.0,0.0
27440,0.0,0.0,0.0
27450,0.0,0.0,0.0
27460,0.0,0.0,0.0
27470,0.0,0.0,0.0
27480,0.0,0.0,0.0
27490,0.0,0.0,0.0
27500,0.0,0.0,0.0
27510,0.0,0.0,0.0
27520,0.0,0.0,0.0
27530,0.0,0.0,0.0
27540,0.0,0.0,0.0
27550,0.0,0.0,0.0
27560,0.0,0.0,0.0
27570,0.0,0.0,0.0
27580,0.0,0.0,0.0
27590,0.0,0.0,0.0
27600,0.0,0.0,0.0
27610,0.0,0.0,0.0
27620,0.0,0.0,0.0
27630,0.0,0.0,0.0
27640,0.0,0.0,0.0
27650,0.0,0.0,0.0
27660,0.0,0.0,0.0
27670,0.0,0.0,0.0
27680,0.0,0.0,0.0
27690,0.0,0.0,0.0
27700,0.0,0.0,0.0
27710,0.0,0.0,0.0
27720,0.0,0.0,0.0
27730,0.0,0.0,0.0
27740,0.0,0.0,0.0
27750,0.0,0.0,0.0
27760,0.0,0.0,0.0
27770,0.0,0.0,0.0
27780,0.0,0.0,0.0
27790,0.0,0.0,0.0
27800,0.0,0.0,0.0
27810,0.0,0.0,0.0
27820,0.0,0.0,0.0
27830,0.0,0.0,0.0
27840,0.0,0.0,0.0
27850,0.0,0.0,0.0
27860,0.0,0.0,0.0
27870,0.0,0.0,0.0
27880,0.0,0.0,0.0
27890,0.0,0.0,0.0
27900,0.0,0.0,0.0
27910,0.0,0.0,0.0
27920,0.0,0.0,0.0
27930,0.0,0.0,0.0
27940,0.0,0.0,0.0
27950,0.0,0.0,0.0
27960,0.0,0.0,0.0
27970,0.0,0.0,0.0
27980,0.0,0.0,0.0
27990,0.0,0.0,0.0
28000,0.0,0.0,0.0
28010,0.0,0.0,0.0
28020,0.0,0.0,0.0
28030,0.0,0.0,0.0
28040,0.0,0.0,0.0
28050,0.0,0.0,0.0
28060,0.0,0.0,0.0
28070,0.0,0.0,0.0
28080,0.0,0.0,0.04174
28090,0.0,0.0,0.0
28100,0.0,0.0,0.0
28110,0.0,0.0,0.0
28120,0.0,0.0,0.0
28130,0.0,0.0,0.0
28140,0.0,0.0,0.0
28150,0.0,0.0,0.0
28160,0.0,0.0,0.0
28170,0.0,0.0,0.0
28180,0.0,0.0,0.0
28190,0.0,0.0,0.0
28200,0.0,0.0,0.0
28210,0.0,0.0,0.0
28220,0.0,0.0,0.0
28230,0.0,0.0,0.0
28240,0.0,0.0,0.0
28250,0.0,0.0,0.0
28260,0.0,0.0,0.0
28270,0.0,0.0,0.0
28280,0.0,0.0,0.0
28290,0.0,0.0,0.0
28300,0.0,0.0,0.0
28310,0.0,0.0,0.0
28320,0.0,0.0,0.0
28330,0.0,0.0,0.0
28340,0.0,0.0,0.0
28350,0.0,0.0,0.0
28360,0.0,0.0,0.0
28370,0.0,0.0,0.0
28380,0.0,0.0,0.0
28390,0.0,0.0,0.0
28400,0.0,0.0,0.0
28410,0.0,0.0,0.0
28420,0.0,0.0,0.0
28430,0.0,0.0,0.0
28440,0.0,0.0,0.0
28450,0.0,0.0,0.0
28460,0.0,0.0,0.0
28470,0.0,0.0,0.0
28480,0.0,0.0,0.0
28490,0.0,0.0,0.0
28500,0.0,0.0,0.0
28510,0.0,0.0,0.0
28520,0.0,0.0,0.0
28530,0.0,0.0,0.0
28540,0.0,0.0,0.0
28550,0.0,0.0,0.0
28560,0.0,0.0,0.0
28570,0.0,0.0,0.0
28580,0.0,0.0,0.0
28590,0.0,0.0,0.0
28600,0.0,0.0,0.0
28610,0.0,0.0,0.0
28620,0.0,0.0,0.0
28630,0.0,0.0,0.0
28640,0.0,0.0,0.0
28650,0.0,0.0,0.0
28660,0.0,0.0,0.0
28670,0.0,0.0,0.0
28680,0.0,0.0,0.0
28690,0.0,0.0,0.0
28700,0.0,0.0,0.0
28710,0.0,0.0,0.0
28720,0.0,0.0,0.0
28730,0.0,0.0,0.0
28740,0.0,0.0,0.0
28750,0.0,0.0,0.0
28760,0.0,0.0,0.0
28770,0.0,0.0,0.0
28780,0.0,0.006,0.0
28790,0.0,0.0,0.0
28800,0.0,0.0,0.0
28810,0.0,0.0,0.0
28820,0.0,0.0,0.0
28830,0.0,0.0,0.0
28840,0.0,0.0,0.0
28850,0.0,0.0,0.0
28860,0.0,0.0,0.0
28870,0.0,0.0,0.0
28880,0.0,0.0,0.0
28890,0.0,0.0,0.0
28900,0.0,0.0,0.0
28910,0.0,0.0,0.0
28920,0.0,0.0,0.0
28930,0.0,0.0,0.0
28940,0.0,0.0,0.0
28950,0.0,0.0,0.0
28960,0.0,0.0,0.0
28970,0.0,0.0,0.0
28980,0.0,0.0,0.0
28990,0.0,0.0,0.0
29000,0.0,0.0,0.0
29010,0.0,0.0,0.0
29020,0.0,0.0,0.0
29030,0.0,0.0,0.0
29040,0.0,0.0,0.0
29050,0.0,0.0,0.0
29060,0.0,0.0,0.0
29070,0.0,0.0,0.0
29080,0.0,0.0,0.0
29090,0.0,0.0,0.0
29100,0.0,0.0,0.0
29110,0.0,0.0,0.0
29120,0.0,0.0,0.0
29130,0.0,0.0,0.0
29140,0.0,0.0,0.0
29150,0.0,0.0,0.0
29160,0.0,0.0,0.0
29170,0.0,0.0,0.0
29180,0.0,0.0,0.0
29190,0.0,0.0,0.0
29200,0.0,0.0,0.0
29210,0.0,0.0,0.0
29220,0.0,0.0,0.0
29230,0.0,0.0,0.0
29240,0.0,0.0,0.0
29250,0.0,0.0,0.0
29260,0.0,0.0,0.0
29270,0.0,0.0,0.0
29280,0.0,0.0,0.0
29290,0.0,0.0,0.0
29300,0.0,0.0,0.0
29310,0.0,0.0,0.0
29320,0.0,0.0,0.0
29330,0.0,0.0,0.0
29340,0.0,0.0,0.0
29350,0.0,0.0,0.0
29360,0.0,0.0,0.0
29370,0.0,0.0,0.0
29380,0.0,0.0,0.0
29390,0.0,0.0,0.0
29400,0.0,0.0,0.0
29410,0.0,0.0,0.0
29420,0.0,0.0,0.0
29430,0.0,0.0,0.0
29440,0.0,0.0,0.0
29450,0.0,0.0,0.0
29460,0.0,0.0,0.04042
29470,0.0,0.0,0.0
29480,0.0,0.0,0.0
29490,0.0,0.0,0.0
29500,0.0,0.0,0.0
29510,0.0,0.0,0.0
29520,0.0,0.0,0.0
29530,0.0,0.0,0.0
29540,0.0,0.0,0.0
29550,0.0,0.0,0.0
29560,0.0,0.0,0.0
29570,0.0,0.0,0.0
29580,0.0,0.0,0.0
29590,0.0,0.0,0.0
29600,0.0,0.0,0.0
29610,0.0,0.0,0.0
29620,0.0,0.0,0.0
29630,0.0,0.0,0.0
29640,0.0,0.0,0.0
29650,0.0,0.0,0.0
29660,0.0,0.0,0.0
29670,0.0,0.0,0.0
29680,0.0,0.0,0.0
29690,0.0,0.0,0.0
29700,0.0,0.0,0.0
29710,0.0,0.0,0.0
29720,0.0,0.0,0.0
29730,0.0,0.0,0.0
29740,0.0,0.0,0.0
29750,0.0,0.0,0.0
29760,0.0,0.0,0.0
29770,0.0,0.0,0.0
29780,0.0,0.0,0.0
29790,0.0,0.0,0.0
29800,0.0,0.0,0.0
29810,0.0,0.0,0.0
29820,0.0,0.0,0.0
29830,0.0,0.0,0.0
29840,0.0,0.0,0.0
29850,0.0,0.0,0.0
29860,0.0,0.0,0.0
29870,0.0,0.0,0.0
29880,0.0,0.0,0.0
29890,0.0,0.0,0.0
29900,0.0,0.0,0.0
29910,0.0,0.0,0.0
29920,0.0,0.0,0.0
29930,0.0,0.0,0.0
29940,0.0,0.0,0.09275
29950,0.0,0.0,0.0
29960,0.0,0.0,0.0
29970,0.0,0.0,0.0
29980,0.0,0.0,0.0
29990,0.0,0.0,0.0
30000,0.0,0.0,0.0
30010,0.0,0.0,0.0
30020,0.0,0.0,0.0
30030,0.0,0.0,0.0
30040,0.0,0.0,0.0
30050,0.0,0.0,0.0
30060,0.0,0.0,0.16988
30070,0.0,0.0,0.0
30080,0.0,0.0,0.0
30090,0.0,0.0,0.0
30100,0.0,0.0,0.0
30110,0.0,0.0,0.0
30120,0.0,0.0,0.16424
30130,0.0,0.0,0.0
30140,0.0,0.0,0.0
30150,0.0,0.0,0.0
30160,0.0,0.0,0.0
30170,0.0,0.0,0.0
30180,0.0,0.0,0.0
30190,0.0,0.0,0.0
30200,0.0,0.0,0.0
30210,0.0,0.0,0.0
30220,0.0,0.0,0.0
30230,0.0,0.0,0.0
30240,0.0,0.0,0.0
30250,0.0,0.0,0.0
30260,0.0,0.0,0.0
30270,0.0,0.0,0.0
30280,0.0,0.0,0.0
30290,0.0,0.0,0.0
30300,0.0,0.0,0.0
30310,0.0,0.0,0.0
30320,0.0,0.0,0.0
30330,0.0,0.0,0.0
30340,0.0,0.0,0.0
30350,0.0,0.0,0.0
30360,0.0,0.0,0.0
30370,0.0,0.0,0.0
30380,0.0,0.0,0.0
30390,0.0,0.0,0.0
30400,0.0,0.0,0.0
30410,0.0,0.0,0.0
30420,0.0,0.0,0.0
30430,0.0,0.0,0.0
30440,0.0,0.0,0.0
30450,0.0,0.0,0.0
30460,0.0,0.0,0.0
30470,0.0,0.0,0.0
30480,0.0,0.0,0.0
30490,0.0,0.0,0.0
30500,0.0,0.0,0.0
30510,0.0,0.0,0.0
30520,0.0,0.0,0.0
30530,0.0,0.0,0.0
30540,0.0,0.0,0.0
30550,0.0,0.0,0.0
30560,0.0,0.0,0.0
30570,0.0,0.0,0.0
30580,0.0,0.0,0.0
30590,0.0,0.0,0.0
30600,0.0,0.0,0.0
30610,0.0,0.0,0.0
30620,0.0,0.0,0.0
30630,0.0,0.0,0.0
30640,0.0,0.0,0.0
30650,0.0,0.0,0.0
30660,0.0,0.0,0.0
30670,0.0,0.0,0.0
30680,0.0,0.0,0.0
30690,0.0,0.0,0.0
30700,0.0,0.0,0.0
30710,0.0,0.0,0.0
30720,0.0,0.0,0.0
30730,0.0,0.0,0.0
30740,0.0,0.0,0.0
30750,0.0,0.0,0.0
30760,0.0,0.0,0.0
30770,0.0,0.0,0.0
30780,0.0,0.0,0.0
30790,0.0,0.0,0.0
30800,0.0,0.0,0.0
30810,0.0,0.0,0.0
30820,0.0,0.0,0.0
30830,0.0,0.0,0.0
30840,0.0,0.0,0.0
30850,0.0,0.0,0.0
30860,0.0,0.0,0.0
30870,0.0,0.0,0.0
30880,0.0,0.0,0.0
30890,0.0,0.0,0.0
30900,0.0,0.0,0.0
30910,0.0,0.0,0.0
30920,0.0,0.0,0.0
30930,0.0,0.0,0.0
30940,0.0,0.0,0.0
30950,0.0,0.0,0.0
30960,0.0,0.0,0.0
30970,0.0,0.0,0.0
30980,0.0,0.0,0.0
30990,0.0,0.0,0.0
31000,0.0,0.0,0.0
31010,0.0,0.0,0.0
31020,0.0,0.0,0.09991
31030,0.0,0.0,0.0
31040,0.0,0.0,0.0
31050,0.0,0.0,0.0
31060,0.0,0.0,0.0
31070,0.0,0.0,0.0
31080,0.0,0.0,0.0
31090,0.0,0.0,0.0
31100,0.0,0.0,0.0
31110,0.0,0.0,0.0
31120,0.0,0.0,0.0
31130,0.0,0.0,0.0
31140,0.0,0.0,0.0
31150,0.0,0.0,0.0
31160,0.0,0.0,0.0
31170,0.0,0.0,0.0
31180,0.0,0.0,0.0
31190,0.0,0.0,0.0
31200,0.0,0.0,0.0
31210,0.0,0.0,0.0
31220,0.0,0.0,0.0
31230,0.0,0.0,0.0
31240,0.0,0.0,0.0
31250,0.0,0.0,0.0
31260,0.0,0.0,0.0
31270,0.0,0.0,0.0
31280,0.0,0.0,0.0
31290,0.0,0.0,0.0
31300,0.0,0.0,0.0
31310,0.0,0.0,0.0
31320,0.0,0.0,0.0
31330,0.0,0.0,0.0
31340,0.0,0.0,0.0
31350,0.0,0.0,0.0
31360,0.0,0.0,0.0
31370,0.0,0.0,0.0
31380,0.0,0.0,0.0
31390,0.0,0.0,0.0
31400,0.0,0.0,0.0
31410,0.0,0.0,0.0
31420,0.0,0.0,0.0
31430,0.0,0.0,0.0
31440,0.0,0.0,0.0
31450,0.0,0.0,0.0
31460,0.0,0.0,0.0
31470,0.0,0.0,0.0
31480,0.0,0.0,0.0
31490,0.0,0.0,0.0
31500,0.0,0.0,0.0
31510,0.0,0.0,0.0
31520,0.0,0.0,0.0
31530,0.0,0.0,0.0
31540,0.0,0.0,0.0
31550,0.0,0.0,0.0
31560,0.0,0.0,0.0
31570,0.0,0.0,0.0
31580,0.0,0.0,0.0
31590,0.0,0.0,0.0
31600,0.0,0.0,0.0
31610,0.0,0.0,0.0
31620,0.0,0.0,0.09085
31630,0.0,0.0,0.0
31640,0.0,0.0,0.0
31650,0.0,0.0,0.0
31660,0.0,0.0,0.0
31670,0.0,0.0,0.0
31680,0.0,0.0,0.0
31690,0.0,0.0,0.0
31700,0.0,0.0,0.0
31710,0.0,0.0,0.0
31720,0.0,0.0,0.0
31730,0.0,0.0,0.0
31740,0.0,0.0,0.0
31750,0.0,0.0,0.0
31760,0.0,0.0,0.0
31770,0.0,0.0,0.0
31780,0.0,0.0,0.0
31790,0.0,0.0,0.0
31800,0.0,0.0,0.0
31810,0.0,0.0,0.0
31820,0.0,0.0,0.0
31830,0.0,0.0,0.0
31840,0.0,0.0,0.0
31850,0.0,0.0,0.0
31860,0.0,0.0,0.0547
31870,0.0,0.0,0.0
31880,0.0,0.0,0.0
31890,0.0,0.0,0.0
31900,0.0,0.0,0.0
31910,0.0,0.0,0.0
31920,0.0,0.0,0.06476
31930,0.0,0.0,0.0
31940,0.0,0.0,0.0
31950,0.0,0.0,0.0
31960,0.0,0.0,0.0
31970,0.0,0.0,0.0
31980,0.0,0.008,0.0
31990,0.0,0.0,0.0
32000,0.0,0.0,0.0
32010,0.0,0.0,0.0
32020,0.0,0.0,0.0
32030,0.0,0.0,0.0
32040,0.0,0.0,0.07695
32050,0.0,0.0,0.0
32060,0.0,0.0,0.0
32070,0.0,0.0,0.0
32080,0.0,0.0,0.0
32090,0.0,0.0,0.0
32100,0.0,0.0,0.00038
32110,0.0,0.0,0.0
32120,0.0,0.0,0.0
32130,0.0,0.0,0.0
32140,0.0,0.0,0.0
32150,0.0,0.0,0.0
32160,0.0,0.0,0.0
32170,0.0,0.0,0.0
32180,0.0,0.0,0.0
32190,0.0,0.0,0.0
32200,0.0,0.0,0.0
32210,0.0,0.0,0.0
32220,0.0,0.0,0.0
32230,0.0,0.0,0.0
32240,0.0,0.0,0.0
32250,0.0,0.0,0.0
32260,0.0,0.0,0.0
32270,0.0,0.0,0.0
32280,0.0,0.0,0.0
32290,0.0,0.0,0.0
32300,0.0,0.0,0.0
32310,0.0,0.0,0.0
32320,0.0,0.0,0.0
32330,0.0,0.0,0.0
32340,0.0,0.0,0.0
32350,0.0,0.0,0.0
32360,0.0,0.0,0.0
32370,0.0,0.0,0.0
32380,0.0,0.0,0.0
32390,0.0,0.0,0.0
32400,0.0,0.0,0.0
32410,0.0,0.0,0.0
32420,0.0,0.0,0.0
32430,0.0,0.0,0.0
32440,0.0,0.0,0.0
32450,0.0,0.0,0.0
32460,0.0,0.0,0.0
32470,0.0,0.0,0.0
32480,0.0,0.0,0.0
32490,0.0,0.0,0.0
32500,0.0,0.0,0.0
32510,0.0,0.0,0.0
32520,0.0,0.0,0.0
32530,0.0,0.0,0.0
32540,0.0,0.0,0.0
32550,0.0,0.0,0.0
32560,0.0,0.0,0.0
32570,0.0,0.0,0.0
32580,0.0,0.0,0.0
32590,0.0,0.0,0.0
32600,0.0,0.0,0.0
32610,0.0,0.0,0.0
32620,0.0,0.0,0.0
32630,0.0,0.0,0.0
32640,0.0,0.0,0.0
32650,0.0,0.0,0.0
32660,0.0,0.0,0.0
32670,0.0,0.0,0.0
32680,0.0,0.0,0.0
32690,0.0,0.0,0.0
32700,0.0,0.0,0.0
32710,0.0,0.0,0.0
32720,0.0,0.0,0.0
32730,0.0,0.0,0.0
32740,0.0,0.0,0.0
32750,0.0,0.0,0.0
32760,0.0,0.0,0.0
32770,0.0,0.0,0.0
32780,0.0,0.0,0.0
32790,0.0,0.0,0.0
32800,0.0,0.0,0.0
32810,0.0,0.0,0.0
32820,0.0,0.0,0.0
32830,0.0,0.0,0.0
32840,0.0,0.0,0.0
32850,0.0,0.0,0.0
32860,0.0,0.0,0.0
32870,0.0,0.0,0.0
32880,0.0,0.0,0.0
32890,0.0,0.0,0.0
32900,0.0,0.0,0.0
32910,0.0,0.0,0.0
32920,0.0,0.0,0.0
32930,0.0,0.0,0.0
32940,0.0,0.0,0.0
32950,0.0,0.0,0.0
32960,0.0,0.0,0.0
32970,0.0,0.0,0.0
32980,0.0,0.0,0.0
32990,0.0,0.0,0.0
33000,0.0,0.0,0.0
33010,0.0,0.0,0.0
33020,0.0,0.0,0.0
33030,0.0,0.0,0.0
33040,0.0,0.0,0.0
33050,0.0,0.0,0.0
33060,0.0,0.0,0.0
33070,0.0,0.0,0.0
33080,0.0,0.0,0.0
33090,0.0,0.0,0.0
33100,0.0,0.0,0.0
33110,0.0,0.0,0.0
33120,0.0,0.0,0.0
33130,0.0,0.0,0.0
33140,0.0,0.0,0.0
33150,0.0,0.0,0.0
33160,0.0,0.0,0.0
33170,0.0,0.0,0.0
33180,0.0,0.0,0.0
33190,0.0,0.0,0.0
33200,0.0,0.0,0.0
33210,0.0,0.0,0.0
33220,0.0,0.0,0.0
33230,0.0,0.0,0.0
33240,0.0,0.0,0.0
33250,0.0,0.0,0.0
33260,0.0,0.0,0.0
33270,0.0,0.0,0.0
33280,0.0,0.0,0.0
33290,0.0,0.0,0.0
33300,0.0,0.0,0.0
33310,0.0,0.0,0.0
33320,0.0,0.0,0.0
33330,0.0,0.0,0.0
33340,0.0,0.0,0.0
33350,0.0,0.0,0.0
33360,0.0,0.0,0.0
33370,0.0,0.0,0.0
33380,0.0,0.0,0.0
33390,0.0,0.0,0.0
33400,0.0,0.0,0.0
33410,0.0,0.0,0.0
33420,0.0,0.0,0.0
33430,0.0,0.0,0.0
33440,0.0,0.0,0.0
33450,0.0,0.0,0.0
33460,0.0,0.0,0.0
33470,0.0,0.0,0.0
33480,0.0,0.0,0.0
33490,0.0,0.0,0.0
33500,0.0,0.0,0.0
33510,0.0,0.0,0.0
33520,0.0,0.0,0.0
33530,0.0,0.0,0.0
33540,0.0,0.0,0.0
33550,0.0,0.0,0.0
33560,0.0,0.0,0.0
33570,0.0,0.0,0.0
33580,0.0,0.0,0.0
33590,0.0,0.0,0.0
33600,0.0,0.0,0.0
33610,0.0,0.0,0.0
33620,0.0,0.0,0.0
33630,0.0,0.0,0.0
33640,0.0,0.0,0.0
33650,0.0,0.0,0.0
33660,0.0,0.0,0.0
33670,0.0,0.0,0.0
33680,0.0,0.0,0.0
33690,0.0,0.0,0.0
33700,0.0,0.0,0.0
33710,0.0,0.0,0.0
33720,0.0,0.0,0.0
33730,0.0,0.0,0.0
33740,0.0,0.0,0.0
33750,0.0,0.0,0.0
33760,0.0,0.0,0.0
33770,0.0,0.0,0.0
33780,0.0,0.0,0.0
33790,0.0,0.0,0.0
33800,0.0,0.0,0.0
33810,0.0,0.0,0.0
33820,0.0,0.0,0.0
33830,0.0,0.0,0.0
33840,0.0,0.0,0.0
33850,0.0,0.0,0.0
33860,0.0,0.0,0.0
33870,0.0,0.0,0.0
33880,0.0,0.0,0.0
33890,0.0,0.0,0.0
33900,0.0,0.0,0.0
33910,0.0,0.0,0.0
33920,0.0,0.0,0.0
33930,0.0,0.0,0.0
33940,0.0,0.0,0.0
33950,0.0,0.0,0.0
33960,0.0,0.0,0.0
33970,0.0,0.0,0.0
33980,0.0,0.0,0.0
33990,0.0,0.0,0.0
34000,0.0,0.0,0.0
34010,0.0,0.0,0.0
34020,0.0,0.0,0.0
34030,0.0,0.0,0.0
34040,0.0,0.0,0.0
34050,0.0,0.0,0.0
34060,0.0,0.0,0.0
34070,0.0,0.0,0.0
34080,0.0,0.0,0.0
34090,0.0,0.0,0.0
34100,0.0,0.0,0.0
34110,0.0,0.0,0.0
34120,0.0,0.0,0.0
34130,0.0,0.0,0.0
34140,0.0,0.0,0.0
34150,0.0,0.0,0.0
34160,0.0,0.0,0.0
34170,0.0,0.0,0.0
34180,0.0,0.0,0.0
34190,0.0,0.0,0.0
34200,0.0,0.0,0.04128
34210,0.0,0.0,0.0
34220,0.0,0.0,0.0
34230,0.0,0.0,0.0
34240,0.0,0.0,0.0
34250,0.0,0.0,0.0
34260,0.0,0.0,0.0
34270,0.0,0.0,0.0
34280,0.0,0.0,0.0
34290,0.0,0.0,0.0
34300,0.0,0.0,0.0
34310,0.0,0.0,0.0
34320,0.0,0.0,0.0
34330,0.0,0.0,0.0
34340,0.0,0.0,0.0
34350,0.0,0.0,0.0
34360,0.0,0.0,0.0
34370,0.0,0.0,0.0
34380,0.0,0.0,0.0
34390,0.0,0.0,0.0
34400,0.0,0.0,0.0
34410,0.0,0.0,0.0
34420,0.0,0.0,0.0
34430,0.0,0.0,0.0
34440,0.0,0.0,0.0
34450,0.0,0.0,0.0
34460,0.0,0.0,0.0
